customer_id,Customer,Gender,Income,Employment Status,Education,Marital Status,Country,State Code,Location Type,Policy Name,Policy Type,Number of Policies,Premium Per Month,Coverage,Sales Channel,Vehicle Type,Vehicle Size,date,Claim Reason,Claim Demanded,Claim Sanctioned,Number of Open Complaints,Response,Months Since Last Claim,Months Since Policy Inspection
8955,IW31117,M,21142,Employed,Doctor,Single,US,MO,Rural,Personal L2,Personal Auto,4,71,Basic,Agent,Two-Door Car,Large,2/16/11,Collision,562.0587184,79.293115,0,No,16,79
8956,MI91352,M,25998,Employed,Bachelor,Married,US,MO,Suburban,Personal L1,Personal Auto,2,71,Basic,Call Center,Four-Door Car,Medsize,1/27/11,Hail,838.2478392,791.8780419999999,0,Yes,16,38
8957,CP93345,F,85300,Employed,Bachelor,Divorced,US,MO,Urban,Corporate L3,Corporate Auto,1,73,Basic,Call Center,Four-Door Car,Large,2/15/11,Hail,285.79927250000003,319.867735,2,No,8,39
8958,CZ20440,F,0,Unemployed,High School or Below,Single,US,MO,Suburban,Corporate L2,Corporate Auto,7,62,Basic,Agent,Four-Door Car,Large,1/28/11,Collision,429.1056403,403.991524,1,No,1,2
8959,KZ35883,F,91541,Employed,College,Married,US,MO,Rural,Personal L2,Personal Auto,2,118,Premium,Branch,Four-Door Car,Medsize,2/3/11,Hail,3328.816185,51.549119,0,No,23,3
8960,SJ30138,M,0,Unemployed,High School or Below,Divorced,US,MO,Suburban,Corporate L3,Corporate Auto,1,118,Basic,Call Center,SUV,Medsize,1/2/11,Collision,414.50234,566.4,0,No,12,88
8961,AO77635,F,28987,Employed,College,Married,US,MO,Rural,Personal L2,Personal Auto,1,102,Basic,Branch,SUV,Medsize,1/2/11,Scratch/Dent,400.5720666,245.693546,0,No,8,98
8962,PJ36160,M,83589,Employed,Bachelor,Single,US,MO,Urban,Personal L2,Personal Auto,2,103,Basic,Agent,SUV,Small,2/9/11,Scratch/Dent,1627.274322,366.0396,0,No,27,65
8963,XT41916,F,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L3,Personal Auto,3,72,Basic,Agent,Four-Door Car,Medsize,2/11/11,Collision,514.3865361000001,375.204446,0,No,9,84
8964,EA61783,F,35868,Employed,Bachelor,Single,US,MO,Suburban,Personal L3,Personal Auto,2,110,Basic,Branch,SUV,Medsize,1/15/11,Hail,2623.285024,528.0,0,No,20,51
8965,IS12075,F,0,Unemployed,High School or Below,Single,US,MO,Suburban,Corporate L1,Corporate Auto,7,71,Basic,Web,Four-Door Car,Small,1/26/11,Scratch/Dent,510.00882010000004,653.7269190000001,1,No,9,2
8966,QV14053,M,53807,Employed,High School or Below,Divorced,US,MO,Rural,Personal L3,Personal Auto,1,68,Basic,Web,Two-Door Car,Medsize,1/5/11,Other,270.80193360000004,63.760358,0,No,25,69
8967,ZZ68210,M,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L2,Personal Auto,2,110,Premium,Call Center,Four-Door Car,Medsize,1/26/11,Collision,3074.5961989999996,1004.755092,0,No,27,89
8968,BT57285,M,0,Unemployed,High School or Below,Married,US,MO,Suburban,Personal L1,Personal Auto,1,124,Extended,Agent,SUV,Medsize,2/13/11,Collision,456.38726030000004,595.2,0,No,32,39
8969,UF88512,M,57517,Employed,Bachelor,Single,US,MO,Suburban,Corporate L3,Corporate Auto,8,96,Extended,Web,Four-Door Car,Medsize,1/17/11,Hail,744.2570447,460.8,0,No,14,61
8970,RI76399,F,37109,Employed,High School or Below,Married,US,MO,Suburban,Corporate L2,Corporate Auto,2,63,Basic,Agent,Two-Door Car,Medsize,2/26/11,Collision,1763.6424829999999,302.4,0,No,7,70
8971,OY95386,F,0,Unemployed,Bachelor,Married,US,MO,Suburban,Personal L2,Personal Auto,9,115,Basic,Branch,SUV,Medsize,2/5/11,Scratch/Dent,841.8573784,552.0,0,No,21,62
8972,BJ58596,F,0,Unemployed,High School or Below,Single,US,MO,Suburban,Corporate L3,Corporate Auto,1,72,Basic,Branch,Two-Door Car,Large,2/24/11,Hail,248.64284069999997,518.4,0,No,22,55
8973,HV75193,F,26924,Disabled,Master,Married,US,MO,Urban,Personal L2,Personal Auto,1,73,Basic,Call Center,Four-Door Car,Medsize,2/7/11,Collision,286.6595388,262.086021,0,No,12,80
8974,LI81655,M,21586,Employed,Master,Married,US,MO,Suburban,Personal L2,Personal Auto,1,167,Premium,Agent,Sports Car,Medsize,2/26/11,Other,663.8122296,801.6,1,No,31,44
8975,XP61922,F,89451,Employed,Bachelor,Single,US,MO,Rural,Personal L3,Personal Auto,1,63,Basic,Web,Four-Door Car,Medsize,1/21/11,Hail,253.07051370000002,61.769564,0,Yes,11,2
8976,JA12512,F,97424,Employed,Bachelor,Married,US,MO,Urban,Personal L3,Personal Auto,5,68,Basic,Agent,Two-Door Car,Medsize,2/16/11,Collision,555.6282281,230.43625600000001,0,No,25,13
8977,FP20500,M,0,Unemployed,Bachelor,Single,US,MO,Suburban,Corporate L1,Corporate Auto,3,89,Extended,Agent,Two-Door Car,Medsize,2/18/11,Collision,626.46336,850.175941,0,No,5,16
8978,MS88882,M,24636,Disabled,College,Single,US,MO,Suburban,Personal L3,Personal Auto,6,77,Extended,Agent,Two-Door Car,Medsize,1/11/11,Hail,563.9402140999999,480.925301,0,No,5,72
8979,QH52104,M,0,Unemployed,Master,Single,US,MO,Suburban,Personal L2,Personal Auto,1,104,Premium,Call Center,Four-Door Car,Medsize,1/18/11,Collision,390.3383926,499.2,0,No,25,87
8980,BM92346,F,66676,Employed,High School or Below,Married,US,MO,Suburban,Personal L1,Personal Auto,1,97,Extended,Agent,Four-Door Car,Small,1/5/11,Scratch/Dent,391.93667220000003,558.099357,0,Yes,0,40
8981,NS23754,F,21375,Employed,High School or Below,Married,US,MO,Suburban,Corporate L3,Corporate Auto,1,65,Basic,Call Center,Four-Door Car,Large,2/9/11,Scratch/Dent,256.6782278,312.0,0,No,14,66
8982,ZG54759,F,41408,Employed,College,Divorced,US,MO,Urban,Corporate L2,Corporate Auto,1,73,Basic,Branch,Four-Door Car,Medsize,1/17/11,Collision,283.7007353,268.710908,1,No,4,89
8983,LI31082,F,73054,Employed,Bachelor,Married,US,MO,Urban,Personal L2,Personal Auto,2,106,Basic,Branch,SUV,Medsize,1/7/11,Collision,1274.1847539999999,419.36595800000003,1,Yes,34,36
8984,UY51200,M,77104,Employed,College,Married,US,MO,Urban,Corporate L3,Corporate Auto,6,112,Basic,Agent,SUV,Medsize,1/9/11,Collision,888.8886825999999,436.494292,1,No,21,65
8985,UV44323,F,0,Unemployed,College,Married,US,MO,Suburban,Personal L2,Personal Auto,1,133,Extended,Branch,SUV,Large,1/6/11,Hail,490.3131185,638.4,0,No,11,95
8986,TO55166,M,72766,Employed,Bachelor,Married,US,MO,Rural,Personal L2,Personal Auto,1,65,Basic,Branch,Two-Door Car,Medsize,1/12/11,Scratch/Dent,260.0002868,91.464233,0,No,23,93
8987,TZ28073,M,23352,Employed,Bachelor,Married,US,MO,Suburban,Personal L3,Personal Auto,1,112,Basic,Branch,SUV,Medsize,1/10/11,Hail,434.1363555,537.6,0,No,0,86
8988,UF31027,F,76778,Employed,College,Married,US,MO,Urban,Personal L3,Personal Auto,1,107,Basic,Agent,SUV,Small,1/28/11,Collision,429.86645419999996,500.66506100000004,1,No,31,46
8989,UV48386,M,40154,Employed,Master,Married,US,MO,Suburban,Corporate L1,Corporate Auto,1,67,Basic,Branch,Four-Door Car,Medsize,1/25/11,Collision,269.8048753,360.670642,0,No,24,17
8990,HO74982,F,74888,Employed,Bachelor,Married,US,MO,Suburban,Personal L3,Personal Auto,7,68,Basic,Call Center,Two-Door Car,Small,1/24/11,Scratch/Dent,538.2761801,335.936021,3,No,19,36
8991,BD12981,F,39337,Employed,College,Single,US,MO,Urban,Personal L2,Personal Auto,9,74,Basic,Agent,Four-Door Car,Medsize,1/30/11,Collision,573.2686642000001,277.225868,1,No,29,1
8992,JC18314,M,28121,Employed,Bachelor,Divorced,US,MO,Suburban,Personal L1,Personal Auto,4,90,Extended,Agent,Two-Door Car,Medsize,1/10/11,Hail,708.9046071,432.0,0,No,16,0
8993,BP90016,M,78032,Employed,Master,Married,US,MO,Urban,Corporate L3,Corporate Auto,3,103,Basic,Agent,SUV,Small,2/27/11,Scratch/Dent,830.2321168,323.607074,0,No,8,49
8994,PS23376,F,69668,Employed,High School or Below,Married,US,MO,Rural,Corporate L2,Corporate Auto,4,70,Basic,Branch,Two-Door Car,Large,2/26/11,Collision,567.109467,64.855035,0,No,34,33
8995,LX30483,F,0,Unemployed,College,Single,US,MO,Suburban,Personal L2,Personal Auto,1,102,Basic,Agent,SUV,Medsize,2/1/11,Collision,337.1528475,489.6,3,No,2,36
8996,FQ93665,F,21911,Employed,High School or Below,Married,US,MO,Suburban,Corporate L3,Corporate Auto,2,67,Basic,Agent,Four-Door Car,Small,1/20/11,Hail,1893.9506030000002,705.42264,0,No,16,34
8997,LG73224,M,52572,Employed,High School or Below,Single,US,MO,Suburban,Personal L2,Personal Auto,1,68,Basic,Web,Four-Door Car,Medsize,1/20/11,Other,267.063599,379.281455,0,No,16,73
8998,WJ92113,F,91061,Employed,Bachelor,Married,US,MO,Suburban,Personal L2,Personal Auto,2,116,Premium,Agent,Four-Door Car,Medsize,2/24/11,Collision,1403.170468,556.8,0,No,22,95
8999,ZT26848,M,40447,Employed,High School or Below,Married,US,MO,Urban,Personal L3,Personal Auto,6,105,Basic,Agent,SUV,Medsize,1/19/11,Collision,831.4306568,377.561463,0,No,1,79
9000,SO42230,F,22490,Medical Leave,Master,Married,US,MO,Rural,Personal L3,Personal Auto,8,90,Extended,Agent,Two-Door Car,Large,2/17/11,Collision,712.6263962999999,88.765534,0,No,8,96
9001,VB65967,M,49331,Employed,Bachelor,Married,US,MO,Urban,Personal L2,Personal Auto,2,138,Extended,Branch,SUV,Medsize,1/18/11,Collision,2743.014468,386.25849500000004,0,No,3,58
9002,ED82243,M,26806,Retired,College,Married,US,MO,Suburban,Personal L2,Personal Auto,2,63,Basic,Agent,Four-Door Car,Medsize,1/23/11,Collision,701.9177186000001,302.4,0,Yes,32,19
9003,AU62013,F,67572,Employed,Doctor,Married,US,MO,Urban,Personal L1,Personal Auto,2,102,Basic,Branch,Sports Car,Small,2/25/11,Collision,2482.689127,296.209127,0,No,7,55
9004,TT68630,F,90213,Employed,Bachelor,Married,US,MO,Suburban,Personal L1,Personal Auto,1,83,Extended,Call Center,Two-Door Car,Medsize,1/27/11,Hail,335.12134649999996,398.4,0,No,3,12
9005,RV82726,M,22768,Employed,High School or Below,Married,US,MO,Suburban,Personal L3,Personal Auto,1,112,Premium,Branch,Four-Door Car,Medsize,2/4/11,Other,443.7842056,537.6,0,No,16,69
9006,VC11777,F,80521,Employed,High School or Below,Single,US,MO,Suburban,Personal L1,Personal Auto,9,65,Basic,Branch,Four-Door Car,Small,2/23/11,Collision,518.7653993,342.913243,2,No,20,43
9007,HZ68892,M,85245,Employed,College,Married,US,MO,Suburban,Personal L2,Personal Auto,1,115,Basic,Call Center,Sports Car,Large,1/16/11,Hail,458.4137063,556.5681030000001,0,No,6,96
9008,RY44243,F,65602,Employed,College,Married,US,MO,Rural,Personal L2,Personal Auto,3,73,Basic,Agent,Four-Door Car,Medsize,1/17/11,Scratch/Dent,594.5616886,61.570877,0,No,11,14
9009,DR77989,M,0,Unemployed,College,Divorced,US,MO,Urban,Personal L1,Personal Auto,7,68,Basic,Call Center,Four-Door Car,Medsize,1/25/11,Collision,478.5909313,199.23876,0,No,16,12
9010,PU25344,M,0,Unemployed,Bachelor,Single,US,MO,Suburban,Personal L2,Personal Auto,6,106,Basic,Call Center,SUV,Large,1/27/11,Collision,727.5894536000001,1247.79856,0,No,24,77
9011,NC80854,F,0,Unemployed,College,Single,US,MO,Suburban,Personal L2,Personal Auto,9,71,Basic,Agent,Four-Door Car,Medsize,1/9/11,Scratch/Dent,494.0940943,511.750971,0,No,22,57
9012,PG90331,M,11656,Disabled,College,Married,US,MO,Suburban,Personal L2,Personal Auto,2,70,Basic,Agent,Two-Door Car,Medsize,2/14/11,Scratch/Dent,1863.5904510000003,336.0,0,No,19,8
9013,TI14001,M,60920,Employed,College,Single,US,MO,Urban,Corporate L3,Corporate Auto,2,64,Basic,Agent,Two-Door Car,Medsize,2/6/11,Hail,750.7455372000001,231.20188599999997,0,Yes,10,61
9014,FP51143,M,0,Unemployed,College,Single,US,MO,Suburban,Corporate L2,Corporate Auto,1,62,Basic,Branch,Two-Door Car,Medsize,1/30/11,Collision,213.03545699999998,446.4,0,No,16,79
9015,LK19630,F,52216,Employed,High School or Below,Married,US,MO,Suburban,Personal L2,Personal Auto,1,72,Basic,Web,Four-Door Car,Medsize,1/30/11,Collision,290.743603,362.026936,1,No,8,55
9016,JK16503,M,0,Unemployed,High School or Below,Married,US,MO,Suburban,Personal L1,Personal Auto,4,67,Basic,Branch,Two-Door Car,Medsize,2/7/11,Collision,491.6405552,321.6,0,No,17,21
9017,WG29557,M,74919,Employed,Master,Married,US,MO,Urban,Personal L2,Personal Auto,9,63,Basic,Branch,Four-Door Car,Medsize,2/7/11,Hail,506.7514799,206.24435,0,No,10,31
9018,EQ96084,F,33963,Employed,Bachelor,Divorced,US,MO,Rural,Corporate L3,Corporate Auto,4,99,Extended,Web,Four-Door Car,Medsize,1/15/11,Other,782.2304151000001,222.62623399999998,0,No,10,3
9019,WH28633,M,75041,Employed,College,Single,US,MO,Rural,Personal L2,Personal Auto,1,74,Basic,Agent,Four-Door Car,Medsize,1/25/11,Scratch/Dent,289.72785350000004,56.050580000000004,0,No,30,42
9020,KN50049,M,24054,Medical Leave,College,Single,US,MO,Suburban,Personal L1,Personal Auto,2,176,Premium,Branch,SUV,Medsize,2/12/11,Collision,1888.2636989999999,1133.801271,0,No,14,61
9021,RN48574,F,18577,Retired,College,Divorced,US,MO,Suburban,Corporate L3,Corporate Auto,6,86,Extended,Branch,Four-Door Car,Medsize,2/16/11,Collision,627.3911874,412.8,0,Yes,21,76
9022,PD11073,F,35045,Employed,College,Married,US,MO,Urban,Personal L3,Personal Auto,5,96,Extended,Agent,Four-Door Car,Medsize,2/3/11,Collision,761.4830065,420.60678499999995,0,No,21,47
9023,FS86064,M,0,Unemployed,Bachelor,Single,US,MO,Suburban,Personal L3,Personal Auto,1,64,Basic,Branch,Four-Door Car,Medsize,2/16/11,Collision,211.79891469999998,426.248686,0,No,0,78
9024,JU47573,F,0,Unemployed,Bachelor,Single,US,MO,Suburban,Personal L3,Personal Auto,1,64,Basic,Branch,Four-Door Car,Large,1/29/11,Collision,229.0681171,482.77815499999997,0,No,30,85
9025,VN59368,F,72608,Employed,College,Married,US,MO,Suburban,Personal L2,Personal Auto,8,82,Extended,Agent,Four-Door Car,Medsize,1/9/11,Hail,652.1368812999999,393.6,3,Yes,26,19
9026,UI19516,M,65620,Employed,College,Divorced,US,MO,Urban,Corporate L2,Corporate Auto,4,213,Extended,Agent,Luxury Car,Medsize,2/22/11,Scratch/Dent,1690.9927670000002,766.3223879999999,0,No,16,0
9027,ZV55368,M,75650,Employed,High School or Below,Married,US,MO,Rural,Corporate L2,Corporate Auto,8,71,Basic,Agent,Four-Door Car,Medsize,2/27/11,Other,570.9358708999999,104.918485,0,No,24,53
9028,OS54451,M,31964,Employed,Bachelor,Married,US,MO,Rural,Personal L2,Personal Auto,1,67,Basic,Web,Four-Door Car,Medsize,2/11/11,Hail,262.78314720000003,120.06028300000001,0,No,30,90
9029,IP93821,F,25147,Retired,High School or Below,Single,US,MO,Suburban,Personal L1,Personal Auto,1,101,Basic,Agent,SUV,Medsize,2/25/11,Collision,360.0934326,694.598288,0,Yes,7,54
9030,AR17553,M,22944,Medical Leave,Master,Married,US,MO,Suburban,Corporate L1,Corporate Auto,5,80,Extended,Branch,Four-Door Car,Medsize,2/6/11,Scratch/Dent,611.1053244,488.272759,0,No,26,83
9031,SM10031,M,0,Unemployed,Master,Married,US,MO,Suburban,Personal L3,Personal Auto,1,78,Extended,Branch,Four-Door Car,Medsize,1/8/11,Collision,293.3498052,398.421636,0,No,22,98
9032,CK14803,M,94242,Employed,College,Divorced,US,MO,Rural,Personal L2,Personal Auto,1,107,Basic,Branch,SUV,Large,2/2/11,Hail,432.5491222,52.121928999999994,0,No,15,70
9033,CJ35075,F,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L1,Personal Auto,3,68,Basic,Agent,Four-Door Car,Medsize,2/20/11,Scratch/Dent,466.5245047,326.4,1,No,16,35
9034,NA56063,M,0,Unemployed,College,Married,US,MO,Suburban,Corporate L3,Corporate Auto,2,132,Extended,Branch,SUV,Large,1/22/11,Scratch/Dent,4301.901278,904.3782679999999,0,No,24,49
9035,CA62597,F,0,Unemployed,Bachelor,Married,US,MO,Suburban,Corporate L2,Corporate Auto,3,101,Basic,Agent,SUV,Medsize,2/25/11,Collision,748.2851041,978.257137,0,No,17,20
9036,ZO23305,M,25632,Employed,Bachelor,Married,US,MO,Suburban,Personal L2,Personal Auto,7,63,Basic,Call Center,Two-Door Car,Medsize,1/26/11,Hail,492.9549699,351.270869,0,Yes,27,52
9037,UD20999,M,0,Unemployed,Master,Married,US,MO,Suburban,Corporate L3,Corporate Auto,1,68,Basic,Branch,Four-Door Car,Medsize,2/22/11,Hail,253.7667511,326.4,0,No,32,28
9038,FQ66351,F,33681,Employed,Bachelor,Single,US,MO,Suburban,Personal L2,Personal Auto,1,138,Extended,Agent,SUV,Large,1/16/11,Collision,532.2291688,873.1273449999999,1,No,13,21
9039,AB69140,M,36007,Employed,Master,Married,US,MO,Suburban,Personal L2,Personal Auto,2,70,Basic,Branch,Four-Door Car,Small,2/18/11,Collision,2509.357037,336.0,0,No,14,85
9040,CT53265,F,18834,Medical Leave,College,Married,US,MO,Suburban,Personal L3,Personal Auto,1,69,Basic,Agent,Two-Door Car,Medsize,2/5/11,Hail,265.6846648,453.89563300000003,0,No,20,89
9041,WN91223,M,82807,Employed,Master,Divorced,US,MO,Urban,Personal L3,Personal Auto,2,92,Extended,Agent,Four-Door Car,Medsize,1/2/11,Scratch/Dent,1107.310572,302.45843199999996,0,No,15,20
9042,MP48946,F,72021,Employed,High School or Below,Married,US,MO,Rural,Corporate L1,Corporate Auto,1,62,Basic,Agent,Two-Door Car,Medsize,1/20/11,Hail,249.94699139999997,50.740536,0,No,26,13
9043,NE79174,M,41228,Employed,Bachelor,Married,US,MO,Suburban,Personal L3,Personal Auto,7,70,Basic,Web,Two-Door Car,Medsize,2/23/11,Hail,538.6512585,336.0,3,No,2,99
9044,UI77960,F,39834,Employed,High School or Below,Married,US,MO,Suburban,Personal L2,Personal Auto,3,83,Extended,Web,Four-Door Car,Medsize,2/18/11,Other,665.6200677999999,398.4,0,No,26,65
9045,VD69291,M,22415,Disabled,College,Married,US,MO,Suburban,Personal L1,Personal Auto,1,69,Basic,Branch,Four-Door Car,Large,1/31/11,Scratch/Dent,270.2692335,352.89484300000004,0,No,0,79
9046,XD54132,F,61900,Employed,High School or Below,Single,US,MO,Suburban,Corporate L3,Corporate Auto,1,64,Basic,Call Center,Four-Door Car,Medsize,2/6/11,Other,256.7346739,307.2,0,No,11,64
9047,AT33529,F,30893,Employed,Doctor,Divorced,US,MO,Rural,Corporate L2,Corporate Auto,1,70,Basic,Branch,Four-Door Car,Medsize,1/8/11,Scratch/Dent,277.67483419999996,85.416096,0,No,25,13
9048,AT79008,F,40006,Employed,Bachelor,Divorced,US,MO,Rural,Personal L2,Personal Auto,7,114,Premium,Branch,Two-Door Car,Medsize,2/8/11,Collision,906.525926,132.56843500000002,1,No,34,18
9049,UZ14076,F,89546,Employed,High School or Below,Married,US,MO,Suburban,Corporate L3,Corporate Auto,2,266,Premium,Agent,Luxury SUV,Large,2/16/11,Scratch/Dent,3210.4699570000002,2452.894264,1,No,4,18
9050,EP10645,M,0,Unemployed,College,Married,US,MO,Suburban,Personal L2,Personal Auto,2,86,Extended,Agent,Four-Door Car,Medsize,2/17/11,Collision,1867.7852480000001,538.649619,0,No,17,14
9051,PW78930,M,79523,Employed,Bachelor,Married,US,MO,Rural,Personal L2,Personal Auto,1,74,Basic,Agent,Four-Door Car,Medsize,2/24/11,Scratch/Dent,298.2196702,132.023007,0,No,34,40
9052,ZC97968,M,17533,Disabled,College,Married,US,MO,Suburban,Personal L3,Personal Auto,1,73,Basic,Agent,Two-Door Car,Medsize,2/14/11,Collision,273.6352663,350.4,0,No,10,1
9053,SF30642,M,49706,Employed,High School or Below,Married,US,MO,Suburban,Personal L3,Personal Auto,3,113,Basic,Call Center,SUV,Medsize,2/13/11,Hail,899.6774075,617.515196,0,No,13,95
9054,AH22694,M,24317,Employed,Doctor,Married,US,MO,Suburban,Corporate L1,Corporate Auto,3,73,Basic,Call Center,Four-Door Car,Medsize,1/24/11,Collision,585.0451386,350.4,1,No,2,35
9055,SM87252,M,77498,Employed,College,Single,US,MO,Urban,Personal L3,Personal Auto,5,74,Basic,Branch,Two-Door Car,Medsize,1/15/11,Collision,584.3614767000001,249.15119900000002,0,No,17,10
9056,MA60552,M,28088,Employed,Bachelor,Married,US,MO,Suburban,Personal L2,Personal Auto,1,102,Basic,Agent,SUV,Small,2/19/11,Collision,401.54008680000004,489.6,0,No,8,61
9057,PE51299,M,73026,Employed,High School or Below,Married,US,MO,Suburban,Personal L1,Personal Auto,2,67,Basic,Branch,Four-Door Car,Small,1/22/11,Hail,1078.161334,321.6,0,No,29,81
9058,JR22900,F,36153,Employed,College,Married,US,MO,Urban,Corporate L3,Corporate Auto,2,117,Basic,Agent,Sports Car,Medsize,2/11/11,Hail,1848.480858,323.424189,1,No,27,6
9059,DP19210,F,23823,Employed,Master,Married,US,MO,Suburban,Corporate L2,Corporate Auto,6,115,Basic,Branch,Sports Car,Medsize,2/8/11,Hail,919.1733549,567.48055,0,No,5,39
9060,XP76338,M,24843,Employed,Bachelor,Married,US,MO,Suburban,Personal L2,Personal Auto,4,61,Basic,Agent,Four-Door Car,Medsize,1/3/11,Collision,471.1038869,331.32563799999997,2,No,20,17
9061,MW46400,F,0,Unemployed,High School or Below,Single,US,MO,Suburban,Corporate L3,Corporate Auto,3,106,Premium,Branch,Four-Door Car,Medsize,1/28/11,Collision,763.4855287,763.2,0,No,9,64
9062,FB71914,M,0,Unemployed,College,Married,US,MO,Suburban,Personal L2,Personal Auto,2,89,Extended,Agent,Four-Door Car,Medsize,2/17/11,Scratch/Dent,3020.501297,469.35971500000005,0,No,7,4
9063,OH15780,M,88340,Employed,College,Married,US,MO,Suburban,Personal L2,Personal Auto,2,102,Premium,Branch,Two-Door Car,Medsize,1/1/11,Collision,1228.0766609999998,489.6,0,Yes,16,1
9064,QO56615,F,13535,Medical Leave,College,Married,US,MO,Suburban,Personal L3,Personal Auto,1,80,Extended,Agent,Four-Door Car,Small,2/9/11,Hail,298.0010499,384.0,1,No,7,53
9065,EL67979,M,22346,Employed,College,Single,US,MO,Suburban,Personal L3,Personal Auto,2,64,Basic,Call Center,Four-Door Car,Large,1/11/11,Other,1722.306591,307.2,0,No,7,44
9066,OW68478,M,17101,Medical Leave,High School or Below,Single,US,MO,Suburban,Corporate L1,Corporate Auto,2,113,Basic,Call Center,SUV,Medsize,2/20/11,Collision,1229.8686300000002,542.4,0,Yes,1,88
9067,SF13677,M,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L3,Personal Auto,1,81,Extended,Call Center,Four-Door Car,Large,2/4/11,Collision,284.31490610000003,583.2,0,No,23,60
9068,MP80287,F,0,Unemployed,College,Single,US,MO,Suburban,Personal L2,Personal Auto,2,90,Extended,Call Center,Two-Door Car,Medsize,2/4/11,Other,949.8473472000001,432.0,0,No,13,52
9069,UK45178,F,0,Unemployed,Bachelor,Single,US,MO,Suburban,Personal L1,Personal Auto,1,67,Basic,Agent,Two-Door Car,Small,2/12/11,Collision,222.4555883,482.4,1,No,1,77
9070,JC29850,M,0,Unemployed,Bachelor,Married,US,MO,Suburban,Corporate L3,Corporate Auto,2,67,Basic,Call Center,Two-Door Car,Medsize,1/26/11,Collision,750.6964816000001,321.6,1,No,16,12
